rownames,id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
1376,2327,0,0,14,28,12.0,12.0,373482,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,46.0,127.0,1.0,1.0,8,6.240275859832764,64
1377,2328,0,0,13,26,12.0,12.0,373482,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,1,52.0,109.0,1.0,1.0,7,6.476972579956055,49
1378,2329,0,0,12,31,12.0,9.0,454179,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1039,0,48.0,85.0,1.0,1.0,13,6.946013927459717,169
1379,2330,0,0,12,26,12.0,9.0,347666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,700,0,46.0,93.0,1.0,1.0,8,6.551080226898193,64
1380,2333,0,1,18,31,12.0,12.0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,315,0,30.0,,6.0,1.0,7,5.752572536468506,49
1381,2336,0,1,12,33,7.0,8.0,361010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,310,0,40.0,100.0,1.0,1.0,15,5.736572265625,225
1382,2338,0,1,11,27,,,373482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,335,0,37.0,,1.0,0.0,10,5.8141303062438965,100
1383,2339,0,1,11,25,,,363070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,518,0,20.0,71.0,1.0,0.0,8,6.249975204467773,64
1384,2340,0,1,16,28,12.0,12.0,373482,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,709,0,36.0,88.0,6.0,0.0,6,6.5638556480407715,36
1385,2342,0,1,12,25,8.0,12.0,337974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,623,0,32.0,93.0,1.0,0.0,7,6.43454647064209,49
1386,2343,0,1,13,28,8.0,12.0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298,0,26.0,98.0,1.0,0.0,9,5.697093486785889,81
1387,2345,0,1,14,24,10.0,12.0,337974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,625,0,35.0,110.0,1.0,1.0,4,6.437751770019531,16
1388,2347,0,1,16,29,8.0,12.0,504643,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,769,0,37.0,113.0,1.0,0.0,7,6.6450910568237305,49
1389,2348,0,1,16,28,8.0,8.0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,459,0,40.0,136.0,6.0,1.0,6,6.129050254821777,36
1390,2350,1,1,12,31,6.0,,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550,0,31.0,109.0,1.0,0.0,13,6.309918403625488,169
1391,2352,1,1,14,29,12.0,11.0,476353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,470,0,38.0,94.0,1.0,1.0,9,6.152732849121094,81
1392,2353,1,1,12,33,8.0,8.0,391625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,396,0,36.0,77.0,1.0,0.0,15,5.981414318084717,225
1393,2354,1,1,14,25,12.0,12.0,708947,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,594,0,33.0,,1.0,1.0,5,6.3868794441223145,25
1394,2356,1,1,16,28,18.0,15.0,729279,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1039,0,49.0,113.0,6.0,1.0,6,6.946013927459717,36
1395,2358,1,1,12,34,8.0,8.0,352463,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,400,0,36.0,,1.0,1.0,16,5.991464614868164,256
1396,2360,1,1,12,26,11.0,12.0,364640,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,698,1,34.0,125.0,1.0,,8,6.548219203948975,64
1397,2362,1,1,16,26,8.0,13.0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,713,0,27.0,106.0,1.0,1.0,4,6.569481372833252,16
1398,2363,1,1,12,24,8.0,11.0,337974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550,0,33.0,,1.0,1.0,6,6.309918403625488,36
1399,2366,1,1,14,27,8.0,14.0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,333,0,37.0,108.0,1.0,1.0,7,5.80814266204834,49
1400,2368,0,1,12,29,12.0,12.0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1058,0,29.0,,1.0,0.0,11,6.964135646820068,121
1401,2369,0,1,11,30,,,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,590,0,35.0,89.0,1.0,0.0,13,6.380122661590576,169
1402,2370,0,1,12,24,,,354474,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,633,0,39.0,,1.0,1.0,6,6.450470447540283,36
1403,2371,0,1,10,26,,,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,24.0,84.0,2.0,1.0,10,6.214608192443848,100
1404,2372,0,1,14,28,12.0,12.0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,788,0,37.0,,1.0,1.0,8,6.669497966766357,64
1405,2375,0,1,18,31,13.0,12.0,454179,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,832,0,50.0,,1.0,1.0,7,6.723832607269287,49
1406,2377,0,1,12,26,6.0,12.0,347666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,539,0,44.0,102.0,1.0,0.0,8,6.289715766906738,64
1407,2379,0,1,18,28,8.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,577,0,44.0,106.0,1.0,1.0,4,6.357842445373535,16
1408,2381,0,1,14,30,12.0,12.0,1113393,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,808,0,40.0,102.0,1.0,1.0,10,6.694561958312988,100
1409,2382,0,1,14,30,14.0,16.0,1113393,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,722,0,49.0,113.0,1.0,1.0,10,6.582025051116943,100
1410,2383,0,1,12,26,12.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,600,0,26.0,96.0,1.0,1.0,8,6.396929740905762,64
1411,2387,0,1,10,28,8.0,6.0,378045,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,452,0,22.0,,1.0,0.0,12,6.113682270050049,144
1412,2388,0,1,7,27,4.0,8.0,378045,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,300,0,30.0,,1.0,0.0,14,5.703782558441162,196
1413,2391,0,1,12,26,,10.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,393,0,24.0,,6.0,0.0,8,5.973809719085693,64
1414,2393,1,1,12,26,,7.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,200,0,,,6.0,0.0,8,5.2983174324035645,64
1415,2398,1,1,9,33,,7.0,107097,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,750,0,51.0,,1.0,1.0,18,6.620073318481445,324
1416,2399,1,1,16,26,12.0,12.0,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,673,0,31.0,107.0,6.0,1.0,4,6.511745452880859,16
1417,2402,1,1,14,30,12.0,14.0,1002054,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,989,0,38.0,,1.0,0.0,10,6.896694183349609,100
1418,2404,1,1,17,27,12.0,14.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,880,0,49.0,110.0,6.0,0.0,4,6.779922008514404,16
1419,2406,1,1,13,26,12.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,905,0,35.0,106.0,1.0,1.0,7,6.807934761047363,49
1420,2408,1,1,14,34,,10.0,577458,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,250,0,37.0,,1.0,1.0,14,5.521461009979248,196
1421,2409,1,1,10,28,5.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,520,0,38.0,103.0,1.0,0.0,12,6.253829002380371,144
1422,2410,1,1,12,27,5.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,356,0,20.0,53.0,6.0,0.0,9,5.8749308586120605,81
1423,2411,1,1,12,24,5.0,12.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,278,0,24.0,103.0,1.0,0.0,6,5.627621173858643,36
1424,2412,1,1,12,25,11.0,11.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,400,0,16.0,76.0,2.0,0.0,7,5.991464614868164,49
1425,2415,1,1,10,28,,8.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,273,0,36.0,90.0,1.0,1.0,12,5.609471797943115,144
1426,2417,1,1,11,31,7.0,12.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,500,0,31.0,96.0,1.0,1.0,14,6.214608192443848,196
1427,2418,1,1,11,33,6.0,12.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,603,0,35.0,97.0,1.0,1.0,16,6.401916980743408,256
1428,2419,0,1,12,25,9.0,11.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,0,26.0,,5.0,1.0,7,5.991464614868164,49
1429,2422,0,1,12,28,,10.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,475,0,35.0,87.0,5.0,1.0,10,6.1633148193359375,100
1430,2424,0,1,12,33,,15.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1100,0,39.0,89.0,1.0,1.0,15,7.003065586090088,225
1431,2427,0,1,14,26,12.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,337,1,44.0,118.0,6.0,1.0,6,5.820083141326904,36
1432,2429,0,1,11,27,16.0,12.0,426142,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,538,0,46.0,,1.0,1.0,10,6.287858486175537,100
1433,2431,0,1,13,26,,8.0,104794,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,404,0,28.0,70.0,1.0,1.0,7,6.001414775848389,49
1434,2432,0,1,16,27,17.0,16.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,757,0,34.0,104.0,1.0,1.0,5,6.629363059997559,25
1435,2433,0,1,16,33,18.0,16.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,554,0,36.0,113.0,1.0,1.0,11,6.317164897918701,121
1436,2435,0,1,16,29,12.0,11.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,577,0,36.0,116.0,1.0,1.0,7,6.357842445373535,49
1437,2436,0,1,15,26,12.0,10.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,432,0,36.0,114.0,1.0,1.0,5,6.06842565536499,25
1438,2438,0,1,11,29,5.0,12.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,550,0,33.0,,1.0,0.0,12,6.309918403625488,144
1439,2439,0,1,16,24,16.0,12.0,414261,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,797,0,41.0,,1.0,1.0,2,6.680854797363281,4
1440,2440,0,1,14,27,16.0,14.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,450,0,29.0,116.0,6.0,1.0,7,6.10924768447876,49
1441,2441,0,1,13,29,10.0,11.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,807,0,43.0,109.0,1.0,1.0,10,6.693323612213135,100
1442,2442,0,1,13,24,10.0,11.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,600,0,31.0,,1.0,1.0,5,6.396929740905762,25
1443,2444,0,1,13,34,6.0,6.0,365421,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,933,0,35.0,,1.0,1.0,15,6.838405132293701,225
1444,2445,0,1,11,33,,10.0,365421,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,481,0,29.0,80.0,1.0,0.0,16,6.175867080688477,256
1445,2446,1,1,12,29,9.0,8.0,501027,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,623,0,20.0,,1.0,0.0,11,6.43454647064209,121
1446,2450,1,1,10,27,4.0,11.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,328,0,14.0,,1.0,1.0,11,5.793013572692871,121
1447,2451,1,1,16,26,6.0,8.0,93751,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,600,0,40.0,116.0,1.0,1.0,4,6.396929740905762,16
1448,2457,1,1,14,27,5.0,8.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,693,0,32.0,83.0,1.0,1.0,7,6.541029930114746,49
1449,2460,1,1,15,33,12.0,12.0,90620,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,923,0,47.0,104.0,1.0,1.0,12,6.827629089355469,144
1450,2461,1,1,12,28,12.0,12.0,93751,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,721,0,42.0,106.0,1.0,1.0,10,6.580639362335205,100
1451,2462,1,1,12,25,12.0,9.0,86498,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,540,0,26.0,99.0,1.0,1.0,7,6.291569232940674,49
1452,2463,1,1,13,27,12.0,9.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,459,1,37.0,101.0,1.0,0.0,8,6.129050254821777,64
1453,2464,1,1,13,27,11.0,11.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,485,1,38.0,74.0,6.0,1.0,8,6.184148788452148,64
1454,2466,1,1,12,25,,11.0,86498,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,350,0,24.0,,6.0,0.0,7,5.857933044433594,49
1455,2468,1,1,16,25,18.0,16.0,372835,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,200,1,30.0,121.0,6.0,1.0,3,5.2983174324035645,9
1456,2470,1,1,10,30,3.0,,134310,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,520,0,30.0,,1.0,0.0,14,6.253829002380371,196
1457,2473,1,1,12,25,6.0,12.0,86507,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,26.0,,4.0,0.0,7,5.521461009979248,49
1458,2475,1,1,11,28,,,88672,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,504,0,22.0,,1.0,0.0,11,6.222576141357422,121
1459,2477,1,1,12,28,9.0,8.0,88672,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,363,1,21.0,77.0,1.0,1.0,10,5.894402980804443,100
1460,2478,1,1,11,33,,,127041,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,654,0,23.0,,1.0,0.0,16,6.483107566833496,256
1461,2479,1,1,12,32,5.0,,127041,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,425,0,24.0,,1.0,0.0,14,6.052089214324951,196
1462,2480,1,1,12,31,,,134296,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,245,0,26.0,,4.0,0.0,13,5.501258373260498,169
1463,2481,1,1,11,25,,8.0,86498,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,21.0,,6.0,1.0,8,5.521461009979248,64
1464,2483,1,1,13,32,0.0,,370720,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,879,0,40.0,,1.0,0.0,13,6.77878475189209,169
1465,2486,1,1,12,26,6.0,6.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,687,0,18.0,93.0,1.0,0.0,8,6.532334327697754,64
1466,2487,1,1,11,32,,,127041,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,402,0,26.0,,1.0,0.0,15,5.9964518547058105,225
1467,2488,1,1,12,31,6.0,,134296,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,428,0,32.0,,4.0,0.0,13,6.0591230392456055,169
1468,2489,1,1,13,24,10.0,12.0,372835,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,325,0,37.0,114.0,4.0,1.0,5,5.783825397491455,25
1469,2492,1,1,17,27,16.0,12.0,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,725,0,40.0,103.0,5.0,0.0,4,6.586171627044678,16
1470,2493,1,1,12,25,3.0,8.0,89835,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,780,0,34.0,,1.0,1.0,7,6.659294128417969,49
1471,2499,0,1,14,27,,8.0,362750,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,264,0,38.0,,1.0,1.0,7,5.575949192047119,49
1472,2500,0,1,12,32,6.0,9.0,577458,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,450,0,43.0,92.0,4.0,1.0,14,6.10924768447876,196
1473,2501,0,1,14,27,8.0,8.0,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,346,0,33.0,,4.0,1.0,7,5.846438884735107,49
1474,2502,0,1,13,24,6.0,3.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,350,0,21.0,79.0,6.0,1.0,5,5.857933044433594,25
1475,2503,0,1,13,24,10.0,13.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,400,0,24.0,,6.0,1.0,5,5.991464614868164,25
1476,2504,0,1,12,32,2.0,6.0,107097,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,980,0,34.0,92.0,1.0,1.0,14,6.887552738189697,196
1477,2505,0,1,12,29,,5.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,385,0,36.0,,1.0,1.0,11,5.953243255615234,121
1478,2507,0,1,17,28,,11.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,344,0,35.0,,6.0,1.0,5,5.840641498565674,25
1479,2509,0,1,16,25,7.0,9.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,563,0,,99.0,6.0,1.0,3,6.333279609680176,9
1480,2510,0,1,7,29,12.0,12.0,144741,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,463,0,28.0,,1.0,1.0,16,6.1377272605896,256
1481,2511,0,1,12,28,,,104794,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,565,0,20.0,,6.0,0.0,10,6.336825847625732,100
1482,2512,0,1,12,27,5.0,9.0,104794,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,638,0,28.0,,1.0,1.0,9,6.458338260650635,81
1483,2513,0,1,10,30,,5.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,462,0,29.0,,1.0,0.0,14,6.135564804077148,196
1484,2514,0,1,13,27,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,670,1,35.0,99.0,1.0,1.0,8,6.507277488708496,64
1485,2515,0,1,13,24,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,404,0,26.0,,6.0,1.0,5,6.001414775848389,25
1486,2516,0,1,17,25,11.0,9.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,373,1,33.0,116.0,5.0,1.0,2,5.921578407287598,4
1487,2517,0,1,12,24,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,20.0,,6.0,1.0,6,5.438079357147217,36
1488,2518,0,1,12,32,,,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,558,0,40.0,,5.0,0.0,14,6.324358940124512,196
1489,2519,0,1,8,29,6.0,7.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,300,0,18.0,,1.0,0.0,15,5.703782558441162,225
1490,2520,0,1,14,29,,12.0,501027,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,913,0,40.0,,1.0,1.0,9,6.816735744476318,81
1491,2522,0,1,18,27,12.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,558,0,41.0,98.0,1.0,1.0,3,6.324358940124512,9
1492,2523,0,1,13,33,,12.0,370720,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,529,0,48.0,114.0,1.0,1.0,14,6.270988464355469,196
1493,2524,0,1,15,26,5.0,7.0,93751,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,330,0,45.0,,6.0,1.0,5,5.799092769622803,25
1494,2526,0,1,9,26,13.0,11.0,93751,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,28.0,,1.0,1.0,11,5.926926136016846,121
1495,2527,0,1,13,24,13.0,11.0,91137,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,615,0,25.0,,1.0,0.0,5,6.421622276306152,25
1496,2528,0,1,14,27,12.0,12.0,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,721,0,34.0,119.0,1.0,1.0,7,6.580639362335205,49
1497,2529,0,1,16,25,12.0,12.0,414261,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,529,1,40.0,122.0,4.0,1.0,3,6.270988464355469,9
1498,2531,0,1,12,34,6.0,12.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,859,0,42.0,77.0,1.0,0.0,16,6.755768775939941,256
1499,2532,0,1,14,27,16.0,11.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,649,0,35.0,,1.0,1.0,7,6.475432872772217,49
1500,2533,0,1,10,24,16.0,11.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,238,0,26.0,,1.0,1.0,8,5.472270488739014,64
1501,2534,0,1,12,34,8.0,6.0,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,275,0,37.0,95.0,1.0,0.0,16,5.616771221160889,256
1502,2536,0,1,14,26,,13.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,325,0,24.0,89.0,1.0,1.0,6,5.783825397491455,36
1503,2537,0,1,14,29,,16.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,357,0,44.0,93.0,5.0,1.0,9,5.877735614776611,81
1504,2538,0,1,12,30,,10.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,35.0,,1.0,0.0,12,5.953243255615234,144
1505,2540,0,1,14,24,12.0,15.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,365,0,25.0,116.0,1.0,1.0,4,5.899897575378418,16
1506,2542,0,1,8,33,6.0,4.0,406024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,800,0,30.0,,1.0,0.0,19,6.684611797332764,361
1507,2543,0,1,12,34,5.0,12.0,406024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,482,0,37.0,110.0,1.0,1.0,16,6.177944183349609,256
1508,2544,0,1,17,29,12.0,8.0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,955,0,39.0,132.0,1.0,1.0,6,6.861711502075195,36
1509,2545,0,1,17,26,7.0,12.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,462,0,32.0,103.0,1.0,0.0,3,6.135564804077148,9
1510,2546,0,1,16,28,2.0,8.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,417,0,37.0,112.0,1.0,0.0,6,6.03308629989624,36
1511,2548,0,1,10,25,2.0,8.0,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,290,0,23.0,,1.0,0.0,9,5.6698808670043945,81
1512,2549,0,1,12,24,12.0,12.0,367506,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,240,0,36.0,,1.0,1.0,6,5.4806389808654785,36
1513,2552,0,1,12,31,,,610498,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,829,0,30.0,,1.0,0.0,13,6.72022008895874,169
1514,2558,0,1,12,32,12.0,12.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,361,0,42.0,99.0,1.0,1.0,14,5.888877868652344,196
1515,2561,0,1,16,28,11.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,598,0,46.0,138.0,1.0,1.0,6,6.393590927124023,36
1516,2562,0,1,13,25,7.0,10.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,1,29.0,93.0,1.0,1.0,6,6.620073318481445,36
1517,2563,0,1,16,25,12.0,11.0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,28.0,88.0,6.0,0.0,3,5.953243255615234,9
1518,2564,0,1,16,28,,10.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,620,0,26.0,96.0,1.0,1.0,6,6.4297194480896,36
1519,2570,0,1,13,34,14.0,12.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,641,0,45.0,106.0,1.0,1.0,15,6.463029384613037,225
1520,2575,0,1,16,26,12.0,9.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,468,0,33.0,90.0,1.0,0.0,4,6.148468494415283,16
1521,2576,0,1,13,24,12.0,9.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,1,29.0,,6.0,0.0,5,5.953243255615234,25
1522,2578,0,1,12,25,11.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,462,0,25.0,93.0,1.0,0.0,7,6.135564804077148,49
1523,2579,0,1,12,27,14.0,10.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,635,0,32.0,92.0,1.0,1.0,9,6.453625202178955,81
1524,2580,0,1,12,26,14.0,10.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,400,0,22.0,101.0,1.0,1.0,8,5.991464614868164,64
1525,2581,0,1,13,27,12.0,10.0,420051,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,760,0,27.0,100.0,1.0,1.0,8,6.6333184242248535,64
1526,2583,0,1,13,27,12.0,10.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,560,1,35.0,91.0,1.0,1.0,8,6.32793664932251,64
1527,2584,0,1,12,34,3.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1000,0,48.0,95.0,1.0,1.0,16,6.907755374908447,256
1528,2587,1,1,11,28,6.0,6.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,425,0,24.0,71.0,1.0,0.0,11,6.052089214324951,121
1529,2589,1,1,12,30,,9.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,411,0,28.0,89.0,1.0,0.0,12,6.0185933113098145,144
1530,2591,1,1,11,25,,3.0,91137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,179,0,12.0,67.0,1.0,1.0,8,5.1873860359191895,64
1531,2593,1,1,18,32,14.0,12.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,44.0,96.0,1.0,0.0,8,5.926926136016846,64
